idHost;host;clock;timestamp;descriptionLong;value
160;"Sonda Linux";1421421056;"2015-01-16 12:10:56";"Ping - Maximum - atlanta.speedtest.net";330.4650
160;"Sonda Linux";1421421056;"2015-01-16 12:10:56";"Ping - Timeout - atlanta.speedtest.net";0.0000
160;"Sonda Linux";1421421056;"2015-01-16 12:10:56";"Ping - Jitter - atlanta.speedtest.net";26.9870
160;"Sonda Linux";1421421056;"2015-01-16 12:10:56";"Ping - Minimum - atlanta.speedtest.net";260.4960
160;"Sonda Linux";1421421056;"2015-01-16 12:10:56";"Ping - Packets Received - atlanta.speedtest.net";10.0000
160;"Sonda Linux";1421421056;"2015-01-16 12:10:56";"Ping - DNS Resolution Time - atlanta.speedtest.net";88.0000
160;"Sonda Linux";1421421056;"2015-01-16 12:10:56";"Ping - Average - atlanta.speedtest.net";297.0500
160;"Sonda Linux";1421421056;"2015-01-16 12:10:56";"Ping - Packets Sent - atlanta.speedtest.net";10.0000
160;"Sonda Linux";1421421056;"2015-01-16 12:10:56";"Ping - Pcakets Lost - atlanta.speedtest.net";0.0000
160;"Sonda Linux";1421421056;"2015-01-16 12:10:56";"Ping - Maximum - dallas.speedtest.net";342.2720
160;"Sonda Linux";1421421056;"2015-01-16 12:10:56";"Ping - Timeout - dallas.speedtest.net";0.0000
160;"Sonda Linux";1421421056;"2015-01-16 12:10:56";"Ping - Jitter - dallas.speedtest.net";34.7440
160;"Sonda Linux";1421421056;"2015-01-16 12:10:56";"Ping - Minimum - dallas.speedtest.net";227.6380
160;"Sonda Linux";1421421056;"2015-01-16 12:10:56";"Ping - Packets Received - dallas.speedtest.net";7.0000
160;"Sonda Linux";1421421056;"2015-01-16 12:10:56";"Ping - DNS Resolution Time - dallas.speedtest.net";158.0000
160;"Sonda Linux";1421421056;"2015-01-16 12:10:56";"Ping - Average - dallas.speedtest.net";273.3580
160;"Sonda Linux";1421421056;"2015-01-16 12:10:56";"Ping - Packets Sent - dallas.speedtest.net";10.0000
160;"Sonda Linux";1421421056;"2015-01-16 12:10:56";"Ping - Pcakets Lost - dallas.speedtest.net";30.0000
160;"Sonda Linux";1421421056;"2015-01-16 12:10:56";"Ping - Maximum - london.speedtest.net";394.1720
160;"Sonda Linux";1421421056;"2015-01-16 12:10:56";"Ping - Timeout - london.speedtest.net";0.0000
160;"Sonda Linux";1421421056;"2015-01-16 12:10:56";"Ping - Jitter - london.speedtest.net";34.2860
160;"Sonda Linux";1421421056;"2015-01-16 12:10:56";"Ping - Minimum - london.speedtest.net";292.6900
160;"Sonda Linux";1421421056;"2015-01-16 12:10:56";"Ping - Packets Received - london.speedtest.net";8.0000
160;"Sonda Linux";1421421056;"2015-01-16 12:10:56";"Ping - DNS Resolution Time - london.speedtest.net";86.0000
160;"Sonda Linux";1421421056;"2015-01-16 12:10:56";"Ping - Average - london.speedtest.net";336.6120
160;"Sonda Linux";1421421056;"2015-01-16 12:10:56";"Ping - Packets Sent - london.speedtest.net";10.0000
160;"Sonda Linux";1421421056;"2015-01-16 12:10:56";"Ping - Pcakets Lost - london.speedtest.net";20.0000
160;"Sonda Linux";1421421067;"2015-01-16 12:11:07";"Ping - Maximum - atlanta.speedtest.net";332.8430
160;"Sonda Linux";1421421067;"2015-01-16 12:11:07";"Ping - Timeout - atlanta.speedtest.net";0.0000
160;"Sonda Linux";1421421067;"2015-01-16 12:11:07";"Ping - Jitter - atlanta.speedtest.net";31.0390
160;"Sonda Linux";1421421067;"2015-01-16 12:11:07";"Ping - Minimum - atlanta.speedtest.net";232.5720
160;"Sonda Linux";1421421067;"2015-01-16 12:11:07";"Ping - Packets Received - atlanta.speedtest.net";9.0000
160;"Sonda Linux";1421421067;"2015-01-16 12:11:07";"Ping - DNS Resolution Time - atlanta.speedtest.net";118.0000
160;"Sonda Linux";1421421067;"2015-01-16 12:11:07";"Ping - Average - atlanta.speedtest.net";285.7020
160;"Sonda Linux";1421421067;"2015-01-16 12:11:07";"Ping - Packets Sent - atlanta.speedtest.net";10.0000
160;"Sonda Linux";1421421067;"2015-01-16 12:11:07";"Ping - Pcakets Lost - atlanta.speedtest.net";10.0000
160;"Sonda Linux";1421421067;"2015-01-16 12:11:07";"Ping - Maximum - dallas.speedtest.net";400.6390
160;"Sonda Linux";1421421067;"2015-01-16 12:11:07";"Ping - Timeout - dallas.speedtest.net";0.0000
160;"Sonda Linux";1421421067;"2015-01-16 12:11:07";"Ping - Jitter - dallas.speedtest.net";38.5990
160;"Sonda Linux";1421421067;"2015-01-16 12:11:07";"Ping - Minimum - dallas.speedtest.net";260.9470
160;"Sonda Linux";1421421067;"2015-01-16 12:11:07";"Ping - Packets Received - dallas.speedtest.net";9.0000
160;"Sonda Linux";1421421067;"2015-01-16 12:11:07";"Ping - DNS Resolution Time - dallas.speedtest.net";20.0000
160;"Sonda Linux";1421421067;"2015-01-16 12:11:07";"Ping - Average - dallas.speedtest.net";321.9780
160;"Sonda Linux";1421421067;"2015-01-16 12:11:07";"Ping - Packets Sent - dallas.speedtest.net";10.0000
160;"Sonda Linux";1421421067;"2015-01-16 12:11:07";"Ping - Pcakets Lost - dallas.speedtest.net";10.0000
160;"Sonda Linux";1421421067;"2015-01-16 12:11:07";"Ping - Maximum - london.speedtest.net";342.0660
160;"Sonda Linux";1421421067;"2015-01-16 12:11:07";"Ping - Timeout - london.speedtest.net";0.0000
160;"Sonda Linux";1421421067;"2015-01-16 12:11:07";"Ping - Jitter - london.speedtest.net";36.4210
160;"Sonda Linux";1421421067;"2015-01-16 12:11:07";"Ping - Minimum - london.speedtest.net";227.6930
160;"Sonda Linux";1421421067;"2015-01-16 12:11:07";"Ping - Packets Received - london.speedtest.net";9.0000
160;"Sonda Linux";1421421067;"2015-01-16 12:11:07";"Ping - DNS Resolution Time - london.speedtest.net";115.0000
160;"Sonda Linux";1421421067;"2015-01-16 12:11:07";"Ping - Average - london.speedtest.net";305.2370
160;"Sonda Linux";1421421067;"2015-01-16 12:11:07";"Ping - Packets Sent - london.speedtest.net";10.0000
160;"Sonda Linux";1421421067;"2015-01-16 12:11:07";"Ping - Pcakets Lost - london.speedtest.net";10.0000
160;"Sonda Linux";1421432755;"2015-01-16 15:25:55";"Ping - Maximum - atlanta.speedtest.net";337.8000
160;"Sonda Linux";1421432755;"2015-01-16 15:25:55";"Ping - Timeout - atlanta.speedtest.net";0.0000
160;"Sonda Linux";1421432755;"2015-01-16 15:25:55";"Ping - Jitter - atlanta.speedtest.net";15.7860
160;"Sonda Linux";1421432755;"2015-01-16 15:25:55";"Ping - Minimum - atlanta.speedtest.net";285.3780
160;"Sonda Linux";1421432755;"2015-01-16 15:25:55";"Ping - Packets Received - atlanta.speedtest.net";10.0000
160;"Sonda Linux";1421432755;"2015-01-16 15:25:55";"Ping - DNS Resolution Time - atlanta.speedtest.net";146.0000
160;"Sonda Linux";1421432755;"2015-01-16 15:25:55";"Ping - Average - atlanta.speedtest.net";315.7480
160;"Sonda Linux";1421432755;"2015-01-16 15:25:55";"Ping - Packets Sent - atlanta.speedtest.net";10.0000
160;"Sonda Linux";1421432755;"2015-01-16 15:25:55";"Ping - Pcakets Lost - atlanta.speedtest.net";0.0000
160;"Sonda Linux";1421432755;"2015-01-16 15:25:55";"Ping - Maximum - dallas.speedtest.net";374.2200
160;"Sonda Linux";1421432755;"2015-01-16 15:25:55";"Ping - Timeout - dallas.speedtest.net";0.0000
160;"Sonda Linux";1421432755;"2015-01-16 15:25:55";"Ping - Jitter - dallas.speedtest.net";31.2490
160;"Sonda Linux";1421432755;"2015-01-16 15:25:55";"Ping - Minimum - dallas.speedtest.net";279.5580
160;"Sonda Linux";1421432755;"2015-01-16 15:25:55";"Ping - Packets Received - dallas.speedtest.net";9.0000
160;"Sonda Linux";1421432755;"2015-01-16 15:25:55";"Ping - DNS Resolution Time - dallas.speedtest.net";137.0000
160;"Sonda Linux";1421432755;"2015-01-16 15:25:55";"Ping - Average - dallas.speedtest.net";320.2560
160;"Sonda Linux";1421432755;"2015-01-16 15:25:55";"Ping - Packets Sent - dallas.speedtest.net";10.0000
160;"Sonda Linux";1421432755;"2015-01-16 15:25:55";"Ping - Pcakets Lost - dallas.speedtest.net";10.0000
160;"Sonda Linux";1421432755;"2015-01-16 15:25:55";"Ping - Maximum - london.speedtest.net";387.1000
160;"Sonda Linux";1421432755;"2015-01-16 15:25:55";"Ping - Timeout - london.speedtest.net";0.0000
160;"Sonda Linux";1421432755;"2015-01-16 15:25:55";"Ping - Jitter - london.speedtest.net";37.4400
160;"Sonda Linux";1421432755;"2015-01-16 15:25:55";"Ping - Minimum - london.speedtest.net";277.0720
160;"Sonda Linux";1421432755;"2015-01-16 15:25:55";"Ping - Packets Received - london.speedtest.net";9.0000
160;"Sonda Linux";1421432755;"2015-01-16 15:25:55";"Ping - DNS Resolution Time - london.speedtest.net";172.0000
160;"Sonda Linux";1421432755;"2015-01-16 15:25:55";"Ping - Average - london.speedtest.net";338.6970
160;"Sonda Linux";1421432755;"2015-01-16 15:25:55";"Ping - Packets Sent - london.speedtest.net";10.0000
160;"Sonda Linux";1421432755;"2015-01-16 15:25:55";"Ping - Pcakets Lost - london.speedtest.net";10.0000
160;"Sonda Linux";1421432794;"2015-01-16 15:26:34";"Ping - Maximum - atlanta.speedtest.net";340.8900
160;"Sonda Linux";1421432794;"2015-01-16 15:26:34";"Ping - Timeout - atlanta.speedtest.net";0.0000
160;"Sonda Linux";1421432794;"2015-01-16 15:26:34";"Ping - Jitter - atlanta.speedtest.net";15.0470
160;"Sonda Linux";1421432794;"2015-01-16 15:26:34";"Ping - Minimum - atlanta.speedtest.net";292.4630
160;"Sonda Linux";1421432794;"2015-01-16 15:26:34";"Ping - Packets Received - atlanta.speedtest.net";9.0000
160;"Sonda Linux";1421432794;"2015-01-16 15:26:34";"Ping - DNS Resolution Time - atlanta.speedtest.net";115.0000
